#Gene with GO attribute	Gene weight
IQCA1	1
IQCB1	1
IQCE	1
IQCG	1
IQGAP1	1
IQGAP2	1
IQGAP3	1
IQSEC1	1
IQSEC2	1
IQSEC3	1
IQUB	1
IRAK1	1
IRAK1BP1	1
IRAK2	1
IRAK3	1
IRAK4	1
IREB2	1
IRF1	1
IRF2	1
IRF2BP1	1
IRF2BP2	1
IRF2BPL	1
IRF3	1
IRF4	1
IRF5	1
IRF6	1
IRF7	1
IRF8	1
IRF9	1
IRG1	1
IRGC	1
IRGM	1
IRS1	1
IRS2	1
IRS4	1
IRX1	1
IRX2	1
IRX3	1
IRX4	1
IRX5	1
IRX6	1
ISCA1	1
ISCA2	1
ISCU	1
ISG15	1
ISG20	1
ISG20L2	1
ISL1	1
ISL2	1
ISLR	1
ISLR2	1
ISM1	1
ISM2	1
ISOC1	1
ISOC2	1
ISPD	1
IST1	1
ISX	1
ISY1	1
ISYNA1	1
ITCH	1
ITFG1	1
ITFG3	1
ITGA1	1
ITGA10	1
ITGA11	1
ITGA2	1
ITGA2B	1
ITGA3	1
ITGA4	1
ITGA5	1
ITGA6	1
ITGA7	1
ITGA8	1
ITGA9	1
ITGAD	1
ITGAE	1
ITGAL	1
ITGAM	1
ITGAV	1
ITGAX	1
ITGB1	1
ITGB1BP1	1
ITGB1BP2	1
ITGB2	1
ITGB3	1
ITGB3BP	1
ITGB4	1
ITGB5	1
ITGB6	1
ITGB7	1
ITGB8	1
ITGBL1	1
ITIH1	1
ITIH2	1
ITIH3	1
ITIH4	1
ITIH5	1
ITIH6	1
ITK	1
ITLN1	1
ITLN2	1
ITM2A	1
ITM2B	1
ITM2C	1
ITPA	1
ITPK1	1
ITPKA	1
ITPKB	1
ITPKC	1
ITPR1	1
ITPR2	1
ITPR3	1
ITPRIP	1
ITPRIPL1	1
ITPRIPL2	1
ITSN1	1
ITSN2	1
IVD	1
IVL	1
IVNS1ABP	1
IWS1	1
IYD	1
IZUMO1	1
IZUMO2	1
IZUMO3	1
IZUMO4	1
JAG1	1
JAG2	1
JAGN1	1
JAK1	1
JAK2	1
JAK3	1
JAKMIP1	1
JAKMIP2	1
JAKMIP3	1
JAM2	1
JAM3	1
JARID2	1
JAZF1	1
JDP2	1
JHDM1D	1
JKAMP	1
JMJD1C	1
JMJD4	1
JMJD6	1
JMJD8	1
JMY	1
JOSD1	1
JOSD2	1
JPH1	1
JPH2	1
JPH3	1
JPH4	1
JRKL	1
JSRP1	1
JTB	1
JUN	1
JUNB	1
JUND	1
JUP	1
KAAG1	1
KAL1	1
KALRN	1
KANK1	1
KANK2	1
KANK4	1
KANSL1	1
KANSL1L	1
KANSL2	1
KANSL3	1
KARS	1
KAT2A	1
KAT2B	1
KAT5	1
KAT6A	1
KAT6B	1
KAT7	1
KAT8	1
KATNA1	1
KATNAL1	1
KATNAL2	1
KATNB1	1
KATNBL1	1
KAZALD1	1
KAZN	1
KBTBD13	1
KBTBD6	1
KBTBD7	1
KBTBD8	1
KCMF1	1
KCNA1	1
KCNA10	1
KCNA2	1
KCNA3	1
KCNA4	1
KCNA5	1
KCNA6	1
KCNA7	1
KCNAB1	1
KCNAB2	1
KCNAB3	1
KCNB1	1
KCNB2	1
KCNC1	1
KCNC2	1
KCNC3	1
KCNC4	1
KCND1	1
KCND2	1
KCND3	1
KCNE1	1
KCNE1L	1
KCNE2	1
KCNE3	1
KCNE4	1
KCNF1	1
KCNG1	1
KCNG2	1
KCNG3	1
KCNG4	1
KCNH1	1
KCNH2	1
KCNH3	1
KCNH4	1
KCNH5	1
KCNH6	1
KCNH7	1
KCNH8	1
KCNIP1	1
KCNIP2	1
KCNIP3	1
KCNIP4	1
KCNJ1	1
KCNJ10	1
KCNJ11	1
KCNJ12	1
KCNJ13	1
KCNJ14	1
KCNJ15	1
KCNJ16	1
KCNJ2	1
KCNJ3	1
KCNJ4	1
KCNJ5	1
KCNJ6	1
KCNJ8	1
KCNJ9	1
KCNK1	1
KCNK10	1
KCNK12	1
KCNK13	1
KCNK15	1
KCNK16	1
KCNK17	1
KCNK18	1
KCNK2	1
KCNK3	1
KCNK4	1
KCNK5	1
KCNK6	1
KCNK7	1
KCNK9	1
KCNMA1	1
KCNMB1	1
KCNMB2	1
KCNMB3	1
KCNMB4	1
KCNN1	1
KCNN2	1
KCNN3	1
KCNN4	1
KCNQ1	1
KCNQ2	1
KCNQ3	1
KCNQ4	1
KCNQ5	1
KCNRG	1
KCNS1	1
KCNS2	1
KCNS3	1
KCNT2	1
KCNU1	1
KCNV1	1
KCNV2	1
KCTD1	1
KCTD10	1
KCTD11	1
KCTD12	1
KCTD13	1
KCTD14	1
KCTD15	1
KCTD16	1
KCTD17	1
KCTD18	1
KCTD19	1
KCTD2	1
KCTD20	1
KCTD21	1
KCTD3	1
KCTD4	1
KCTD5	1
KCTD6	1
KCTD7	1
KCTD8	1
KCTD9	1
KDELC1	1
KDELC2	1
KDELR1	1
KDELR2	1
KDELR3	1
KDM1A	1
KDM1B	1
KDM2A	1
KDM2B	1
KDM3A	1
KDM3B	1
KDM4A	1
KDM4B	1
KDM4C	1
KDM4D	1
KDM4E	1
KDM5A	1
KDM5B	1
KDM5C	1
KDM5D	1
KDM6A	1
KDM6B	1
KDM8	1
KDR	1
KDSR	1
KEAP1	1
KEL	1
KERA	1
KHDC1	1
KHDC3L	1
KHDRBS1	1
KHDRBS2	1
KHDRBS3	1
KHK	1
KHNYN	1
KHSRP	1
KIAA0020	1
KIAA0100	1
KIAA0101	1
KIAA0141	1
KIAA0195	1
KIAA0196	1
KIAA0226	1
KIAA0232	1
KIAA0247	1
KIAA0319	1
KIAA0319L	1
KIAA0368	1
KIAA0408	1
KIAA0430	1
KIAA0513	1
KIAA0556	1
KIAA0586	1
KIAA0753	1
KIAA0907	1
KIAA0922	1
KIAA1009	1
KIAA1024	1
KIAA1024L	1
KIAA1033	1
KIAA1045	1
KIAA11	1
KIAA1109	1
KIAA1161	1
KIAA1191	1
KIAA1199	1
KIAA1217	1
KIAA1244	1
KIAA1279	1
KIAA1324	1
KIAA1324L	1
KIAA1377	1
KIAA1429	1
KIAA1432	1
KIAA1456	1
KIAA1462	1
KIAA1467	1
KIAA1524	1
KIAA1549	1
KIAA1549L	1
KIAA1586	1
KIAA1598	1
KIAA1644	1
KIAA1683	1
KIAA1715	1
KIAA1731	1
KIAA1737	1
KIAA1919	1
KIAA2013	1
KIAA2018	1
KIAA2022	1
KIDINS220	1
KIF11	1
KIF12	1
KIF13A	1
KIF13B	1
KIF14	1
KIF15	1
KIF16B	1
KIF17	1
KIF18A	1
KIF18B	1
KIF19	1
KIF1A	1
KIF1B	1
KIF1C	1
KIF20A	1
KIF20B	1
KIF21A	1
KIF21B	1
KIF22	1
KIF23	1
KIF24	1
KIF25	1
KIF26A	1
KIF26B	1
KIF27	1
KIF2A	1
KIF2B	1
KIF2C	1
KIF3A	1
KIF3B	1
KIF3C	1
KIF4A	1
KIF4B	1
KIF5A	1
KIF5B	1
KIF5C	1
KIF6	1
KIF7	1
KIF9	1
KIFAP3	1
KIFC1	1
KIFC2	1
KIFC3	1
KIN	1
KIR2DL1	1
KIR2DL2	1
KIR2DL3	1
KIR2DL4	1
KIR2DS1	1
KIR2DS2	1
KIR2DS4	1
KIR3DL1	1
KIR3DL2	1
KIR3DL3	1
KIR3DX1	1
KIRREL	1
KIRREL2	1
KIRREL3	1
KISS1	1
KISS1R	1
KIT	1
KITLG	1
KL	1
KLB	1
KLC1	1
KLC2	1
KLC3	1
KLC4	1
KLF1	1
KLF10	1
KLF11	1
KLF12	1
KLF13	1
KLF14	1
KLF15	1
KLF16	1
KLF17	1
KLF2	1
KLF3	1
KLF4	1
KLF5	1
KLF6	1
KLF7	1
KLF8	1
KLF9	1
KLHDC1	1
KLHDC10	1
KLHDC2	1
KLHDC3	1
KLHDC4	1
KLHDC7A	1
KLHDC8B	1
KLHL1	1
KLHL10	1
KLHL12	1
KLHL13	1
KLHL14	1
KLHL15	1
KLHL17	1
KLHL2	1
KLHL20	1
KLHL21	1
KLHL22	1
KLHL24	1
KLHL25	1
KLHL3	1
KLHL31	1
KLHL34	1
KLHL36	1
KLHL38	1
KLHL4	1
KLHL40	1
KLHL41	1
KLHL42	1
KLHL5	1
KLHL6	1
KLHL7	1
KLHL8	1
KLHL9	1
KLK1	1
KLK10	1
KLK11	1
KLK12	1
KLK13	1
KLK14	1
KLK15	1
KLK2	1
KLK3	1
KLK4	1
KLK5	1
KLK6	1
KLK7	1
KLK8	1
KLK9	1
KLKB1	1
KLLN	1
KLRB1	1
KLRC1	1
KLRC2	1
KLRC3	1
KLRC4	1
KLRD1	1
KLRF1	1
KLRF2	1
KLRG1	1
KLRG2	1
KLRK1	1
KMO	1
KMT2A	1
KMT2C	1
KMT2D	1
KMT2E	1
KNCN	1
KNDC1	1
KNG1	1
KNOP1	1
KNSTRN	1
KNTC1	1
KPNA1	1
KPNA2	1
KPNA3	1
KPNA4	1
KPNA5	1
KPNA6	1
KPNA7	1
KPNB1	1
KPRP	1
KPTN	1
KRAS	1
KRBA2	1
KRBOX1	1
KRBOX4	1
KREMEN1	1
KREMEN2	1
KRI1	1
KRIT1	1
KRR1	1
KRT1	1
KRT10	1
KRT12	1
KRT13	1
KRT14	1
KRT15	1
KRT16	1
KRT17	1
KRT18	1
KRT19	1
KRT2	1
KRT20	1
KRT222	1
KRT23	1
KRT24	1
KRT25	1
KRT26	1
KRT27	1
KRT28	1
KRT3	1
KRT31	1
KRT32	1
KRT33A	1
KRT33B	1
KRT34	1
KRT35	1
KRT36	1
KRT37	1
KRT38	1
KRT39	1
KRT4	1
KRT40	1
KRT5	1
KRT6A	1
KRT6B	1
KRT6C	1
KRT7	1
KRT71	1
KRT72	1
KRT73	1
KRT74	1
KRT75	1
KRT76	1
KRT77	1
KRT78	1
KRT79	1
KRT8	1
KRT80	1
KRT81	1
KRT82	1
KRT83	1
KRT84	1
KRT85	1
KRT86	1
KRT9	1
KRTAP1-1	1
KRTAP1-3	1
KRTAP1-4	1
KRTAP1-5	1
KRTAP10-1	1
KRTAP10-10	1
KRTAP10-11	1
KRTAP10-12	1
KRTAP10-2	1
KRTAP10-3	1
KRTAP10-4	1
KRTAP10-5	1
KRTAP10-6	1
KRTAP10-7	1
KRTAP10-8	1
KRTAP10-9	1
KRTAP11-1	1
KRTAP12-1	1
KRTAP12-2	1
KRTAP12-3	1
KRTAP12-4	1
KRTAP13-1	1
KRTAP13-2	1
KRTAP13-3	1
KRTAP13-4	1
KRTAP15-1	1
KRTAP16-1	1
KRTAP17-1	1
KRTAP19-1	1
KRTAP19-2	1
KRTAP19-3	1
KRTAP19-4	1
KRTAP19-5	1
KRTAP19-6	1
KRTAP19-7	1
KRTAP19-8	1
KRTAP2-1	1
KRTAP2-2	1
KRTAP2-3	1
KRTAP2-4	1
KRTAP20-1	1
KRTAP20-2	1
KRTAP20-3	1
KRTAP20-4	1
KRTAP21-1	1
KRTAP21-2	1
KRTAP21-3	1
KRTAP22-1	1
KRTAP22-2	1
KRTAP23-1	1
KRTAP24-1	1
KRTAP25-1	1
KRTAP26-1	1
KRTAP27-1	1
KRTAP29-1	1
KRTAP3-1	1
KRTAP3-2	1
KRTAP3-3	1
KRTAP4-1	1
KRTAP4-11	1
KRTAP4-12	1
KRTAP4-2	1
KRTAP4-3	1
KRTAP4-4	1
KRTAP4-5	1
KRTAP4-6	1
KRTAP4-7	1
KRTAP4-8	1
KRTAP4-9	1
KRTAP5-1	1
KRTAP5-10	1
KRTAP5-11	1
KRTAP5-2	1
KRTAP5-3	1
KRTAP5-5	1
KRTAP5-6	1
KRTAP5-7	1
KRTAP5-8	1
KRTAP5-9	1
KRTAP6-1	1
KRTAP6-2	1
KRTAP6-3	1
KRTAP8-1	1
KRTAP9-1	1
KRTAP9-2	1
KRTAP9-3	1
KRTAP9-4	1
KRTAP9-6	1
KRTAP9-7	1
KRTAP9-8	1
KRTCAP2	1
KRTCAP3	1
KRTDAP	1
KSR1	1
KSR2	1
KTI12	1
KTN1	1
KXD1	1
KY	1
KYNU	1
L1CAM	1
L2HGDH	1
L3HYPDH	1
L3MBTL1	1
L3MBTL2	1
L3MBTL3	1
L3MBTL4	1
LACE1	1
LACRT	1
LACTB	1
LACTB2	1
LAD1	1
LAG3	1
LAGE3	1
LAIR1	1
LAIR2	1
LALBA	1
LAMA1	1
LAMA2	1
LAMA3	1
LAMA4	1
LAMA5	1
LAMB1	1
LAMB2	1
LAMB3	1
LAMB4	1
LAMC1	1
LAMC2	1
LAMC3	1
LAMP1	1
LAMP2	1
LAMP3	1
LAMP5	1
LAMTOR1	1
LAMTOR2	1
LAMTOR3	1
LAMTOR4	1
LAMTOR5	1
LANCL1	1
LANCL2	1
LANCL3	1
LAP3	1
LAPTM4A	1
LAPTM4B	1
LAPTM5	1
LARGE	1
LARP1	1
LARP1B	1
LARP4	1
LARP4B	1
LARP6	1
LARP7	1
LARS	1
LARS2	1
LAS1L	1
LASP1	1
LAT	1
LAT2	1
LATS1	1
LATS2	1
LAX1	1
LAYN	1
LBH	1
LBP	1
LBR	1
LBX1	1
LBX2	1
LCA5	1
LCAT	1
LCE1A	1
LCE1B	1
LCE1C	1
LCE1D	1
LCE1E	1
LCE1F	1
LCE2A	1
LCE2B	1
LCE2C	1
LCE2D	1
LCE3A	1
LCE3B	1
LCE3C	1
LCE3D	1
LCE3E	1
LCE4A	1
LCE5A	1
LCE6A	1
LCK	1
LCLAT1	1
LCMT1	1
LCMT2	1
LCN1	1
LCN10	1
LCN12	1
LCN15	1
LCN2	1
LCN6	1
LCN8	1
LCN9	1
LCOR	1
LCORL	1
LCP1	1
LCP2	1
LCT	1
LCTL	1
LDB1	1
LDB2	1
LDB3	1
LDHA	1
LDHAL6A	1
LDHAL6B	1
LDHB	1
LDHC	1
LDHD	1
LDLR	1
LDLRAD1	1
LDLRAD2	1
LDLRAD3	1
LDLRAD4	1
LDLRAP1	1
LDOC1	1
LEAP2	1
LECT1	1
LECT2	1
LEF1	1
LEFTY1	1
LEFTY2	1
LEMD1	1
LEMD2	1
LEMD3	1
LENEP	1
LENG8	1
LENG9	1
LEO1	1
LEP	1
LEPR	1
LEPRE1	1
LEPREL1	1
LEPREL2	1
LEPREL4	1
LEPROT	1
LEPROTL1	1
LETM1	1
LETM2	1
LETMD1	1
LEUTX	1
LFNG	1
LGALS1	1
LGALS12	1
LGALS13	1
LGALS14	1
LGALS16	1
LGALS2	1
LGALS3	1
LGALS3BP	1
LGALS4	1
LGALS7	1
LGALS7B	1
LGALS8	1
LGALS9	1
LGALS9B	1
LGALS9C	1
LGALSL	1
LGI1	1
LGI2	1
LGI3	1
LGI4	1
LGMN	1
LGR4	1
LGR5	1
LGR6	1
LGSN	1
LHB	1
LHCGR	1
LHFP	1
LHFPL1	1
LHFPL2	1
LHFPL3	1
LHFPL4	1
LHFPL5	1
LHPP	1
LHX1	1
LHX2	1
LHX3	1
LHX4	1
LHX5	1
LHX6	1
LHX8	1
LHX9	1
LIAS	1
LIF	1
LIFR	1
LIG1	1
LIG3	1
LIG4	1
LILRA1	1
LILRA2	1
LILRA3	1
LILRA4	1
LILRA5	1
LILRA6	1
LILRB1	1
LILRB2	1
LILRB3	1
LILRB4	1
LILRB5	1
LIM2	1
LIMA1	1
LIMCH1	1
LIMD1	1
LIMD2	1
LIME1	1
LIMK1	1
LIMK2	1
LIMS1	1
LIMS2	1
LIMS3	1
LIMS3L	1
LIN28A	1
LIN28B	1
LIN52	1
LIN54	1
LIN7A	1
LIN7B	1
LIN7C	1
LIN9	1
LINC00998	1
LINGO1	1
LINGO2	1
LINGO3	1
LINGO4	1
LIPA	1
LIPC	1
LIPE	1
LIPF	1
LIPG	1
LIPH	1
LIPI	1
LIPJ	1
LIPK	1
LIPM	1
LIPN	1
LIPT1	1
LIPT2	1
LITAF	1
LLGL1	1
LLGL2	1
LLPH	1
LMAN1	1
LMAN1L	1
LMAN2	1
LMAN2L	1
LMBR1	1
LMBR1L	1
LMBRD1	1
LMBRD2	1
LMCD1	1
LMF1	1
LMF2	1
LMLN	1
LMNA	1
LMNB1	1
LMNB2	1
LMO1	1
LMO2	1
LMO3	1
LMO4	1
LMO7	1
LMOD1	1
LMOD2	1
LMOD3	1
LMTK2	1
LMTK3	1
LMX1A	1
LMX1B	1
LNPEP	1
LNX1	1
LNX2	1
LONP1	1
LONP2	1
LONRF1	1
LONRF2	1
LONRF3	1
LOR	1
LOX	1
LOXHD1	1
LOXL1	1
LOXL2	1
LOXL3	1
LOXL4	1
LPA	1
LPAR1	1
LPAR2	1
LPAR3	1
LPAR4	1
LPAR5	1
LPAR6	1
LPCAT1	1
LPCAT2	1
LPCAT3	1
LPCAT4	1
LPGAT1	1
LPHN1	1
LPHN2	1
LPHN3	1
LPIN1	1
LPIN2	1
LPIN3	1
LPL	1
LPO	1
LPP	1
LPXN	1
LRAT	1
LRBA	1
LRCH3	1
LRCH4	1
LRFN1	1
LRFN2	1
LRFN3	1
LRFN4	1
LRFN5	1
LRG1	1
LRGUK	1
LRIF1	1
LRIG1	1
LRIG2	1
LRIG3	1
LRIT1	1
LRIT2	1
LRIT3	1
LRMP	1
LRP1	1
LRP10	1
LRP11	1
LRP12	1
LRP1B	1
LRP2	1
LRP2BP	1
LRP3	1
LRP4	1
LRP5	1
LRP6	1
LRP8	1
LRPAP1	1
LRPPRC	1
LRR1	1
LRRC1	1
LRRC10	1
LRRC15	1
LRRC16A	1
LRRC16B	1
LRRC17	1
LRRC18	1
LRRC19	1
LRRC24	1
LRRC25	1
LRRC26	1
LRRC3	1
LRRC32	1
LRRC37A	1
LRRC37A2	1
LRRC37A3	1
LRRC37B	1
LRRC38	1
LRRC3B	1
LRRC3C	1
LRRC3DN	1
LRRC4	1
LRRC41	1
LRRC45	1
LRRC47	1
LRRC48	1
LRRC49	1
LRRC4B	1
LRRC4C	1
LRRC52	1
LRRC53	1
LRRC55	1
LRRC57	1
LRRC59	1
LRRC6	1
LRRC66	1
LRRC7	1
LRRC70	1
LRRC8A	1
LRRC8B	1
LRRC8C	1
LRRC8D	1
LRRC8E	1
LRRCC1	1
LRRD1	1
LRRFIP1	1
LRRFIP2	1
LRRK1	1
LRRK2	1
LRRN1	1
LRRN2	1
LRRN3	1
LRRN4	1
LRRN4CL	1
LRRTM1	1
LRRTM2	1
LRRTM3	1
LRRTM4	1
LRSAM1	1
LRTM1	1
LRTM2	1
LRTOMT	1
LRWD1	1
LSAMP	1
LSG1	1
LSM1	1
LSM10	1
LSM11	1
LSM14A	1
LSM14B	1
LSM2	1
LSM3	1
LSM4	1
LSM5	1
LSM6	1
LSM7	1
LSMD1	1
LSMEM1	1
LSMEM2	1
LSP1	1
LSR	1
LSS	1
LST1	1
LTA	1
LTA4H	1
LTB	1
LTB4R	1
LTB4R2	1
LTBP1	1
LTBP2	1
LTBP3	1
LTBP4	1
LTBR	1
LTC4S	1
LTF	1
LTK	1
LTN1	1
LTV1	1
LUC7L	1
LUC7L2	1
LUC7L3	1
LUM	1
LURAP1	1
LUZP1	1
LUZP2	1
LUZP4	1
LXN	1
LY6D	1
LY6E	1
LY6G5B	1
LY6G5C	1
LY6G6C	1
LY6G6D	1
LY6G6F	1
LY6H	1
LY6K	1
LY75	1
LY86	1
LY9	1
LY96	1
LYAR	1
LYG1	1
LYG2	1
LYL1	1
LYN	1
LYNX1	1
LYPD1	1
LYPD2	1
LYPD3	1
LYPD4	1
LYPD5	1
LYPD6	1
LYPD6B	1
LYPLA1	1
LYPLA2	1
LYPLAL1	1
LYRM1	1
LYRM2	1
LYRM4	1
LYRM5	1
LYRM7	1
LYSMD3	1
LYSMD4	1
LYST	1
LYVE1	1
LYZ	1
LYZL1	1
LYZL2	1
LYZL4	1
LYZL6	1
LZIC	1
LZTFL1	1
LZTR1	1
LZTS1	1
LZTS2	1
M1AP	1
M6PR	1
MAATS1	1
MAB21L1	1
MAB21L2	1
MACC1	1
MACF1	1
MACROD1	1
MACROD2	1
MAD1L1	1
MAD2L1	1
MAD2L1BP	1
MAD2L2	1
MADCAM1	1
MADD	1
MAEA	1
MAEL	1
MAF	1
MAF1	1
MAFA	1
MAFB	1
MAFF	1
MAFG	1
MAFK	1
MAG	1
MAGEA1	1
MAGEA10	1
MAGEA11	1
MAGEA2	1
MAGEA2B	1
MAGEA3	1
MAGEA4	1
MAGEA6	1
MAGEB18	1
MAGEB6	1
MAGEC1	1
MAGEC2	1
MAGED1	1
MAGEE1	1
MAGEF1	1
MAGEH1	1
MAGI1	1
MAGI2	1
MAGI3	1
MAGOH	1
MAGOHB	1
MAGT1	1
MAK	1
MAK16	1
MAL	1
MAL2	1
MALL	1
MALSU1	1
MALT1	1
MAMDC2	1
MAMDC4	1
MAML1	1
MAML2	1
MAML3	1
MAMLD1	1
MAMSTR	1
MAN1A1	1
MAN1A2	1
MAN1B1	1
MAN1C1	1
MAN2A1	1
MAN2A2	1
MAN2B1	1
MAN2B2	1
MAN2C1	1
MANBA	1
MANBAL	1
MANEA	1
MANEAL	1
MANF	1
MANSC1	1
MANSC4	1
MAOA	1
MAOB	1
MAP10	1
MAP1A	1
MAP1B	1
MAP1LC3A	1
MAP1LC3B	1
MAP1LC3B2	1
MAP1LC3C	1
MAP1S	1
MAP2	1
MAP2K1	1
MAP2K2	1
MAP2K3	1
MAP2K4	1
MAP2K5	1
MAP2K6	1
MAP2K7	1
MAP3K1	1
MAP3K10	1
MAP3K11	1
MAP3K12	1
MAP3K13	1
MAP3K15	1
MAP3K19	1
MAP3K2	1
MAP3K3	1
MAP3K4	1
MAP3K5	1
MAP3K6	1
MAP3K7	1
MAP3K7CL	1
MAP3K8	1
MAP3K9	1
MAP4	1
MAP4K1	1
MAP4K2	1
MAP4K3	1
MAP4K4	1
MAP4K5	1
MAP6	1
MAP6D1	1
MAP7	1
MAP7D1	1
MAP7D2	1
MAP7D3	1
MAP9	1
MAPK1	1
MAPK10	1
MAPK11	1
MAPK12	1
MAPK13	1
MAPK14	1
MAPK15	1
MAPK3	1
MAPK4	1
MAPK6	1
MAPK7	1
MAPK8	1
MAPK8IP1	1
MAPK8IP2	1
MAPK8IP3	1
MAPK9	1
MAPKAP1	1
MAPKAPK2	1
MAPKAPK3	1
MAPKAPK5	1
MAPRE1	1
MAPRE2	1
MAPRE3	1
MAPT	1
MARCKS	1
MARCKSL1	1
MARCO	1
MARK1	1
MARK2	1
MARK3	1
MARK4	1
MARS	1
MARS2	1
MARVELD1	1
MARVELD2	1
MARVELD3	1
MAS1	1
MAS1L	1
MASP1	1
MASP2	1
MAST1	1
MAST2	1
MAST3	1
MAST4	1
MASTL	1
MAT1A	1
MAT2A	1
MAT2B	1
MATK	1
MATN1	1
MATN2	1
MATN3	1
MATN4	1
MATR3	1
MAU2	1
MAVS	1
MAX	1
MAZ	1
MB	1
MB21D1	1
MB21D2	1
MBD1	1
MBD2	1
MBD3	1
MBD3L1	1
MBD3L3	1
MBD3L4	1
MBD4	1
MBD5	1
MBD6	1
MBIP	1
MBL2	1
MBLAC1	1
MBLAC2	1
MBNL1	1
MBNL2	1
MBNL3	1
MBOAT1	1
MBOAT2	1
MBOAT4	1
MBOAT7	1
MBP	1
MBTD1	1
MBTPS1	1
MBTPS2	1
MC1R	1
MC2R	1
MC3R	1
MC4R	1
MC5R	1
MCAM	1
MCAT	1
MCC	1
MCCC1	1
MCCC2	1
MCCD1	1
MCEE	1
MCF2	1
MCF2L	1
MCF2L2	1
MCFD2	1
MCHR1	1
MCHR2	1
MCIDAS	1
MCL1	1
MCM10	1
MCM2	1
MCM3	1
MCM3AP	1
MCM4	1
MCM5	1
MCM6	1
MCM7	1
MCM8	1
MCM9	1
MCMBP	1
MCMDC2	1
MCOLN1	1
MCOLN2	1
MCOLN3	1
MCPH1	1
MCRS1	1
MCTP1	1
MCTP2	1
MCTS1	1
MCU	1
MCUR1	1
MDC1	1
MDFI	1
MDFIC	1
MDGA1	1
MDGA2	1
MDH1	1
MDH1B	1
MDH2	1
MDK	1
MDM1	1
MDM2	1
MDM4	1
MDN1	1
MDP1	1
MDS2	1
ME1	1
ME2	1
ME3	1
MEA1	1
MEAF6	1
MECOM	1
MECP2	1
MECR	1
MED1	1
MED10	1
MED11	1
MED12	1
MED12L	1
MED13	1
MED13L	1
MED14	1
MED15	1
MED16	1
MED17	1
MED18	1
MED19	1
MED20	1
MED21	1
MED22	1
MED23	1
MED24	1
MED25	1
MED26	1
MED27	1
MED28	1
MED29	1
MED30	1
MED31	1
MED4	1
MED6	1
MED7	1
MED8	1
MED9	1
MEDAG	1
MEF2A	1
MEF2B	1
MEF2BNB	1
MEF2BNB-MEF2B	1
MEF2C	1
MEF2D	1
MEFV	1
MEGF10	1
MEGF11	1
MEGF6	1
MEGF8	1
MEGF9	1
MEI1	1
MEIG1	1
MEIOB	1
MEIS1	1
MEIS2	1
MEIS3	1
MELK	1
MEMO1	1
MEN1	1
MEOX1	1
MEOX2	1
MEP1A	1
MEP1B	1
MEPCE	1
MEPE	1
MERTK	1
MESDC2	1
MESP1	1
MESP2	1
MEST	1
MET	1
METAP1	1
METAP1D	1
METAP2	1
METRN	1
METRNL	1
METTL1	1
METTL10	1
METTL11B	1
METTL12	1
METTL13	1
METTL14	1
METTL15	1
METTL16	1
METTL17	1
METTL18	1
METTL20	1
METTL21A	1
METTL21B	1
METTL21C	1
METTL22	1
METTL23	1
METTL24	1
METTL25	1
METTL2A	1
METTL2B	1
METTL3	1
METTL4	1
METTL5	1
METTL6	1
METTL7A	1
METTL7B	1
METTL8	1
METTL9	1
MEX3A	1
MEX3B	1
MEX3C	1
MEX3D	1
MFAP1	1
MFAP2	1
MFAP3	1
MFAP3L	1
MFAP4	1
MFAP5	1
MFF	1
MFGE8	1
MFHAS1	1
MFI2	1
MFN1	1
MFN2	1
MFNG	1
MFRP	1
MFSD1	1
MFSD10	1
MFSD11	1
MFSD12	1
MFSD2A	1
MFSD2B	1
MFSD3	1
MFSD4	1
MFSD5	1
MFSD6	1
MFSD6L	1
MFSD7	1
MFSD8	1
MFSD9	1
MGA	1
MGAM	1
MGARP	1
MGAT1	1
MGAT2	1
MGAT3	1
MGAT4A	1
MGAT4B	1
MGAT4C	1
MGAT5	1
MGAT5B	1
MGEA5	1
MGLL	1
MGME1	1
MGMT	1
MGP	1
MGRN1	1
MGST1	1
MGST2	1
MGST3	1
MIA	1
MIA2	1
MIA3	1
MIB1	1
MIB2	1
MICA	1
MICAL1	1
MICAL2	1
MICAL3	1
MICALCL	1
MICALL1	1
MICALL2	1
MICB	1
MICU1	1
MICU2	1
MICU3	1
MID1	1
MID1IP1	1
MID2	1
MIDN	1
MIEF1	1
MIEF2	1
MIEN1	1
MIER1	1
MIER2	1
MIER3	1
MIF	1
MIF4GD	1
MILR1	1
MINA	1
MINK1	1
MINOS1	1
MINPP1	1
MIOS	1
MIOX	1
MIP	1
MIPEP	1
MIPOL1	1
MIS12	1
MIS18A	1
MIS18BP1	1
MISP	1
MITD1	1
MITF	1
MIXL1	1
MKI67	1
MKI67IP	1
MKKS	1
MKL1	1
MKL2	1
MKLN1	1
MKNK1	1
MKNK2	1
MKRN1	1
MKRN2	1
MKRN3	1
MKS1	1
MKX	1
MLANA	1
MLC1	1
MLEC	1
MLF1	1
MLF1IP	1
MLF2	1
MLH1	1
MLH3	1
MLIP	1
MLKL	1
MLLT1	1
MLLT10	1
MLLT11	1
MLLT3	1
MLLT4	1
MLLT6	1
MLN	1
MLNR	1
MLPH	1
MLST8	1
MLX	1
MLXIP	1
MLXIPL	1
MLYCD	1
MMAA	1
MMAB	1
MMACHC	1
MMADHC	1
MMD	1
MMD2	1
MME	1
MMEL1	1
MMGT1	1
MMP1	1
MMP10	1
MMP11	1
